Program Version:,EnergyPlus, Version 23.2.0-7636e6b3e9, YMD=2024.02.20 23:20
Tabular Output Report in Format: ,Comma

Building:,Building
Environment:,GREEN STUDIO (01-01:31-12) ** Tampa International Ap FL USA TMY3 WMO#=722110

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over         0.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kWh],Energy Per Total Building Area [kWh/m2],Energy Per Conditioned Building Area [kWh/m2]
,Total Site Energy,0.00,0.00,0.00
,Net Site Energy,0.00,0.00,0.00
,Total Source Energy,0.00,0.00,0.00
,Net Source Energy,0.00,0.00,0.00


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating Water,3.613
,District Heating Steam,0.250
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,10200.00
,Net Conditioned Building Area,9946.10
,Unconditioned Building Area,253.90


End Uses

,,Electricity [kWh],Natural Gas [kWh],Gasoline [kWh],Diesel [kWh],Coal [kWh],Fuel Oil No 1 [kWh],Fuel Oil No 2 [kWh],Propane [kWh],Other Fuel 1 [kWh],Other Fuel 2 [kWh],District Cooling [kWh],District Heating Water [kWh],District Heating Steam [kWh],Water [m3]
,Heating,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,
,Total End Uses,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


End Uses By Subcategory

,,Subcategory,Electricity [kWh],Natural Gas [kWh],Gasoline [kWh],Diesel [kWh],Coal [kWh],Fuel Oil No 1 [kWh],Fuel Oil No 2 [kWh],Propane [kWh],Other Fuel 1 [kWh],Other Fuel 2 [kWh],District Cooling [kWh],District Heating Water [kWh],District Heating Steam [kWh],Water [m3]
,1FXEXHIBITION:ZONE1,0.00,48.00,0.00,0.00
,1FXRECEPTION:ZONE1,0.00,48.50,0.00,0.50
,1FXACCEEORYROOM:ZONE1,0.00,48.00,0.00,0.00
,1FXHALL:ZONE1,0.00,48.00,0.00,0.00
,1FXLECTUREHALL:ZONE2,0.00,48.00,0.00,0.00
,1FXLECTUREXRESTROOM:LECTURE,0.00,48.00,0.00,0.00
,1FXACCESSORYROOM:ZONE1,0.00,48.00,0.00,0.00
,1FXOFFICE:ZONE1,0.00,48.00,0.00,0.00
,2FXLAB:ZONE1,0.00,48.00,0.00,0.00
,2FXLABXRESTROOM:LAB,0.00,48.00,0.00,0.00
,2FXOFFICEXLAB:OFFICE,0.00,48.00,0.00,0.00
,2FXOFFICEXLAB:LAB,0.00,48.00,0.00,0.00
,2FXMEETINGROOM:ZONE1,0.00,48.00,0.00,0.00
,2FXOFFICEXAC:OFFICE,0.00,48.00,0.00,0.00
,2FXLABXRESTROOM1:LAB,0.00,48.00,0.00,0.00
,2FXLAB1:ZONE1,0.00,48.50,0.00,0.50
,2FXOFFICEXLABQ1:OFFICE,0.00,48.00,0.00,0.00
,2FXOFFICEXLABQ1:LAB,0.00,48.00,0.00,0.00
,2FXMEETINGROOM1:ZONE1,0.00,48.00,0.00,0.00
,3FXLAB:ZONE1,0.00,50.50,0.00,2.50
,3FXLABXRESTROOM:LAB,0.00,48.00,0.00,0.00
,3FXMEETINGROOM:ZONE1,0.00,48.00,0.00,0.00
,2FXFFCXC1XDYLGHT:OFFICE,0.00,48.00,0.00,0.00
,3FXOFFICEXLAB1:OFFICE,0.00,48.00,0.00,0.00
,3FXOFFICEXLAB1:LAB,0.00,48.00,0.00,0.00
,3FXOFFICEXLAB:OFFICE,0.00,48.00,0.00,0.00
,3FXOFFICEXLAB:LAB,0.00,48.00,0.00,0.00
,3FXLABXRESTROOM1:LAB,0.00,49.00,0.00,1.00
,3FXLAB1:ZONE1,0.00,49.50,0.00,1.00
,3FXMEETINGROOM1:ZONE1,0.00,48.00,0.00,0.00
,4FXLAB:ZONE1,0.00,50.50,0.00,2.50
,4FXLABXRESTROOM:LAB,0.00,48.00,0.00,0.00
,4FXMEETINGROOM:ZONE1,0.00,48.00,0.00,0.00
,4FXOFFICEXLAB:OFFICE,0.00,48.00,0.00,0.00
,4FXOFFICEXLAB:LAB,0.00,48.00,0.00,0.00
,4FXOFFICEXLAB1:OFFICE,0.00,48.00,0.00,0.00
,4FXOFFICEXLAB1:LAB,0.00,48.00,0.00,0.00
,4FXLABXRESTROOMQ1:LAB,0.00,48.00,0.00,0.00
,4FXLAB1:ZONE1,0.00,50.00,0.00,2.00
,4FXMEETINGROOM1:ZONE1,0.00,48.00,0.00,0.00
,4FXFFCXCXDYLGHTNG:OFFICE,0.00,48.00,0.00,0.00
,4FXOFFICEXAC1:OFFICE,0.00,48.00,0.00,0.00
,5FXOFFICEXAC:OFFICE,0.00,48.00,0.00,0.00
,5FXFFCXC1XDYLGHTNG:OFFICE,0.00,48.00,0.00,0.00
,5FXOFFICEXLAB:OFFICE,0.00,48.00,0.00,0.00
,5FXOFFICEXLAB:LAB,0.00,48.50,0.00,0.50
,5FXOFFICEXLABQ1:OFFICE,0.00,48.00,0.00,0.00
,5FXOFFICEXLABQ1:LAB,0.00,48.00,0.00,0.00
,5FXLABXRESTROOM:LAB,0.00,48.00,0.00,0.00
,5FXLAB:ZONE1,0.00,48.00,0.00,0.00
,5FXMEETINGROOM:ZONE1,0.00,48.00,0.00,0.00
,5FXMEETINGROOM1:ZONE1,0.00,48.00,0.00,0.00
,5FXLAB1:ZONE1,0.00,48.00,0.00,0.00
,5FXLABXRESTROOM1:LAB,0.00,48.00,0.00,0.00
,3FXFFCXCXDYLGHTNG:OFFICE,0.00,48.00,0.00,0.00
,3FXOFFICEXAC1:OFFICE,0.00,48.00,0.00,0.00
,BASEMENT2:B1XSERVERROOM,0.00,96.00,0.00,0.00
,BASEMENT2:B1XCORRIDOR,0.00,48.00,0.00,0.00
,BASEMENT2:B1XEQUIPMENTROOM,0.00,48.00,0.00,0.00
,1FXLECTUREXRESTROOM:RESTROOM,0.00,96.00,0.00,0.00
,1FXSERVICEROOM:ZONE1,0.00,48.00,0.00,0.00
,2FXLABXRESTROOM:RESTROOM,0.00,96.00,0.00,0.00
,2FXOFFICEXLAB:AC,0.00,96.00,0.00,0.00
,2FXLABXRESTROOM1:RESTROOM,0.00,96.00,0.00,0.00
,2FXOFFICEXLABQ1:AC,0.00,96.00,0.00,0.00
,3FXLABXRESTROOM:RESTROOM,0.00,96.00,0.00,0.00
,3FXOFFICEXLAB1:AC,0.00,96.00,0.00,0.00
,3FXOFFICEXLAB:RESTROOM,0.00,96.00,0.00,0.00
,3FXLABXRESTROOM1:RESTROOM,0.00,96.00,0.00,0.00
,4FXLABXRESTROOM:RESTROOM,0.00,96.00,0.00,0.00
,4FXOFFICEXLAB:AC,0.00,96.00,0.00,0.00
,4FXOFFICEXLAB1:AC,0.00,96.00,0.00,0.00
,4FXLABXRESTROOMQ1:RESTROOM,0.00,96.00,0.00,0.00
,5FXOFFICEXLAB:AC,0.00,96.00,0.00,0.00
,5FXOFFICEXLABQ1:AC,0.00,96.00,0.00,0.00
,5FXLABXRESTROOM:RESTROOM,0.00,96.00,0.00,0.00
,5FXLABXRESTROOM1:RESTROOM,0.00,96.00,0.00,0.00
,BLOCK3:ZONE1,0.00,0.00,0.00,0.00
,Facility,0.00,96.00,0.00,28.50
Aggregated over the Design Days


----------------------------------------------------------------------------------------------------
REPORT:,Outdoor Air Summary
FOR:,Entire Facility
Average Outdoor Air During Occupied Hours

,,Average Number of Occupants,Nominal Number of Occupants,Zone Volume [m3],Mechanical Ventilation [ach],Infiltration [ach],AFN Infiltration [ach],Simple Ventilation [ach]
,BASEMENT2:B1XCORE,7.84,7.84,902.97,0.000,0.193,0.000,0.000
,BASEMENT2:B1XGYM,17.25,25.09,578.41,0.228,0.390,0.000,0.000
,BASEMENT2:B1XSHOP,20.95,34.44,654.41,0.615,0.390,0.000,0.000
,BASEMENT2:B1XCANTEEN,202.37,377.76,2142.52,1.071,0.304,0.000,0.000
,1FXEXHIBITION:ZONE1,54.40,65.76,777.11,1.556,0.192,0.000,0.000
,1FXRECEPTION:ZONE1,8.93,11.91,460.74,0.443,0.192,0.000,0.000
,1FXACCEEORYROOM:ZONE1,2.17,2.17,339.28,0.124,0.191,0.000,0.000
,1FXHALL:ZONE1,40.42,53.90,2085.38,0.443,0.192,0.000,0.000
,1FXLECTUREHALL:ZONE2,28.08,43.50,777.11,1.031,0.192,0.000,0.000
,1FXLECTUREXRESTROOM:LECTURE,12.58,19.49,348.27,1.031,0.192,0.000,0.000
,1FXACCESSORYROOM:ZONE1,2.17,2.17,339.28,0.123,0.191,0.000,0.000
,1FXOFFICE:ZONE1,38.62,46.69,910.45,0.944,0.191,0.000,0.000
,2FXLAB:ZONE1,9.78,11.82,271.28,0.866,0.191,0.000,0.000
,2FXLABXRESTROOM:LAB,10.04,12.14,278.47,0.866,0.191,0.000,0.000
,2FXOFFICEXLAB:OFFICE,17.59,21.27,414.74,1.020,0.958,0.000,0.000
,2FXOFFICEXLAB:LAB,6.71,8.11,186.08,0.861,0.957,0.000,0.000
,2FXMEETINGROOM:ZONE1,48.22,58.29,339.28,3.405,0.192,0.000,0.000
,2FXOFFICEXAC:OFFICE,36.06,43.59,850.09,1.019,0.191,0.000,0.000
,2FXLABXRESTROOM1:LAB,14.07,17.01,390.15,0.868,0.192,0.000,0.000
,2FXLAB1:ZONE1,13.71,16.57,380.07,0.867,0.191,0.000,0.000
,2FXOFFICEXLABQ1:OFFICE,24.65,29.80,581.06,1.019,0.191,0.000,0.000
,2FXOFFICEXLABQ1:LAB,10.46,12.64,290.01,0.868,0.192,0.000,0.000
,2FXMEETINGROOM1:ZONE1,48.22,58.29,339.28,3.412,0.192,0.000,0.000
,3FXLAB:ZONE1,9.78,11.82,271.28,0.864,0.192,0.000,0.000
,3FXLABXRESTROOM:LAB,10.04,12.14,278.47,0.865,0.192,0.000,0.000
,3FXMEETINGROOM:ZONE1,48.22,58.29,339.28,3.405,0.192,0.000,0.000
,2FXFFCXC1XDYLGHT:OFFICE,36.06,43.59,850.09,1.019,0.191,0.000,0.000
,3FXOFFICEXLAB1:OFFICE,15.12,18.28,356.39,1.015,0.191,0.000,0.000
,3FXOFFICEXLAB1:LAB,6.71,8.11,186.08,0.864,0.192,0.000,0.000
,3FXOFFICEXLAB:OFFICE,28.76,34.77,677.98,1.015,0.191,0.000,0.000
,3FXOFFICEXLAB:LAB,15.14,18.30,419.92,0.865,0.192,0.000,0.000
,3FXLABXRESTROOM1:LAB,19.10,23.09,529.75,0.865,0.192,0.000,0.000
,3FXLAB1:ZONE1,18.61,22.50,516.07,0.864,0.192,0.000,0.000
,3FXMEETINGROOM1:ZONE1,48.22,58.29,339.28,3.405,0.192,0.000,0.000
,4FXLAB:ZONE1,12.23,14.79,339.28,0.863,0.192,0.000,0.000
,4FXLABXRESTROOM:LAB,12.56,15.18,348.27,0.864,0.192,0.000,0.000
,4FXMEETINGROOM:ZONE1,40.49,48.94,284.88,3.401,0.192,0.000,0.000
,4FXOFFICEXLAB:OFFICE,33.15,40.07,781.39,1.014,0.191,0.000,0.000
,4FXOFFICEXLAB:LAB,12.80,15.47,354.96,0.861,0.191,0.000,0.000
,4FXOFFICEXLAB1:OFFICE,32.75,39.59,772.01,1.014,0.191,0.000,0.000
,4FXOFFICEXLAB1:LAB,13.27,16.04,367.95,0.864,0.192,0.000,0.000
,4FXLABXRESTROOMQ1:LAB,14.07,17.01,390.15,0.864,0.192,0.000,0.000
,4FXLAB1:ZONE1,17.91,21.65,496.77,0.863,0.192,0.000,0.000
,4FXMEETINGROOM1:ZONE1,40.49,48.94,284.88,3.388,0.192,0.000,0.000
,4FXFFCXCXDYLGHTNG:OFFICE,38.13,46.09,898.73,1.013,0.191,0.000,0.000
,4FXOFFICEXAC1:OFFICE,38.13,46.09,898.73,1.013,0.191,0.000,0.000
,5FXOFFICEXAC:OFFICE,36.06,43.59,850.09,1.011,0.191,0.000,0.000
,5FXFFCXC1XDYLGHTNG:OFFICE,36.06,43.59,850.09,1.011,0.191,0.000,0.000
,5FXOFFICEXLAB:OFFICE,22.01,26.60,518.69,1.011,0.191,0.000,0.000
,5FXOFFICEXLAB:LAB,9.05,10.94,251.09,0.861,0.192,0.000,0.000
,5FXOFFICEXLABQ1:OFFICE,22.01,26.60,518.69,1.011,0.191,0.000,0.000
,5FXOFFICEXLABQ1:LAB,9.05,10.94,251.04,0.858,0.192,0.000,0.000
,5FXLABXRESTROOM:LAB,12.56,15.18,348.27,0.861,0.192,0.000,0.000
,5FXLAB:ZONE1,19.63,23.73,544.44,0.860,0.191,0.000,0.000
,5FXMEETINGROOM:ZONE1,48.22,58.29,339.28,3.390,0.192,0.000,0.000
,5FXMEETINGROOM1:ZONE1,48.22,58.29,339.28,3.378,0.192,0.000,0.000
,5FXLAB1:ZONE1,12.23,14.79,339.28,0.861,0.192,0.000,0.000
,5FXLABXRESTROOM1:LAB,12.56,15.18,348.27,0.862,0.192,0.000,0.000
,3FXFFCXCXDYLGHTNG:OFFICE,35.03,42.35,825.76,1.016,0.191,0.000,0.000
,3FXOFFICEXAC1:OFFICE,35.03,42.35,825.76,1.015,0.191,0.000,0.000
,BASEMENT2:B1XSERVERROOM,,,1344.45,,,,
,BASEMENT2:B1XCORRIDOR,,,2185.94,,,,
,BASEMENT2:B1XEQUIPMENTROOM,,,458.97,,,,
,1FXLECTUREXRESTROOM:RESTROOM,,,105.18,,,,
,1FXSERVICEROOM:ZONE1,,,276.06,,,,
,2FXLABXRESTROOM:RESTROOM,,,84.10,,,,
,2FXOFFICEXLAB:AC,,,69.16,,,,
,2FXLABXRESTROOM1:RESTROOM,,,117.83,,,,
,2FXOFFICEXLABQ1:AC,,,69.16,,,,
,3FXLABXRESTROOM:RESTROOM,,,84.10,,,,
,3FXOFFICEXLAB1:AC,,,69.16,,,,
,3FXOFFICEXLAB:RESTROOM,,,69.16,,,,
,3FXLABXRESTROOM1:RESTROOM,,,159.99,,,,
,4FXLABXRESTROOM:RESTROOM,,,105.18,,,,
,4FXOFFICEXLAB:AC,,,69.16,,,,
,4FXOFFICEXLAB1:AC,,,69.16,,,,
,4FXLABXRESTROOMQ1:RESTROOM,,,117.83,,,,
,5FXOFFICEXLAB:AC,,,69.11,,,,
,5FXOFFICEXLABQ1:AC,,,69.16,,,,
,5FXLABXRESTROOM:RESTROOM,,,105.18,,,,
,5FXLABXRESTROOM1:RESTROOM,,,105.18,,,,
Values shown for a single zone without multipliers


Minimum Outdoor Air During Occupied Hours

,,Average Number of Occupants,Nominal Number of Occupants,Zone Volume [m3],Mechanical Ventilation [ach],Infiltration [ach],AFN Infiltration [ach],Simple Ventilation [ach]
,BASEMENT2:B1XCORE,7.84,7.84,902.97,0.000,0.011,0.000,0.000
,BASEMENT2:B1XGYM,17.25,25.09,578.41,0.000,0.003,0.000,0.000
,BASEMENT2:B1XSHOP,20.95,34.44,654.41,0.000,0.003,0.000,0.000
,BASEMENT2:B1XCANTEEN,202.37,377.76,2142.52,0.000,0.003,0.000,0.000
,1FXEXHIBITION:ZONE1,54.40,65.76,777.11,0.391,0.003,0.000,0.000
,1FXRECEPTION:ZONE1,8.93,11.91,460.74,0.059,0.003,0.000,0.000
,1FXACCEEORYROOM:ZONE1,2.17,2.17,339.28,0.072,0.003,0.000,0.000
,1FXHALL:ZONE1,40.42,53.90,2085.38,0.021,0.003,0.000,0.000
,1FXLECTUREHALL:ZONE2,28.08,43.50,777.11,0.173,0.003,0.000,0.000
,1FXLECTUREXRESTROOM:LECTURE,12.58,19.49,348.27,0.055,0.003,0.000,0.000
,1FXACCESSORYROOM:ZONE1,2.17,2.17,339.28,0.037,0.003,0.000,0.000
,1FXOFFICE:ZONE1,38.62,46.69,910.45,0.480,0.003,0.000,0.000
,2FXLAB:ZONE1,9.78,11.82,271.28,0.290,0.003,0.000,0.000
,2FXLABXRESTROOM:LAB,10.04,12.14,278.47,0.218,0.003,0.000,0.000
,2FXOFFICEXLAB:OFFICE,17.59,21.27,414.74,0.314,0.016,0.000,0.000
,2FXOFFICEXLAB:LAB,6.71,8.11,186.08,0.184,0.016,0.000,0.000
,2FXMEETINGROOM:ZONE1,48.22,58.29,339.28,0.862,0.003,0.000,0.000
,2FXOFFICEXAC:OFFICE,36.06,43.59,850.09,0.314,0.003,0.000,0.000
,2FXLABXRESTROOM1:LAB,14.07,17.01,390.15,0.596,0.003,0.000,0.000
,2FXLAB1:ZONE1,13.71,16.57,380.07,0.183,0.003,0.000,0.000
,2FXOFFICEXLABQ1:OFFICE,24.65,29.80,581.06,0.314,0.003,0.000,0.000
,2FXOFFICEXLABQ1:LAB,10.46,12.64,290.01,0.596,0.003,0.000,0.000
,2FXMEETINGROOM1:ZONE1,48.22,58.29,339.28,0.859,0.003,0.000,0.000
,3FXLAB:ZONE1,9.78,11.82,271.28,0.595,0.003,0.000,0.000
,3FXLABXRESTROOM:LAB,10.04,12.14,278.47,0.595,0.003,0.000,0.000
,3FXMEETINGROOM:ZONE1,48.22,58.29,339.28,2.342,0.003,0.000,0.000
,2FXFFCXC1XDYLGHT:OFFICE,36.06,43.59,850.09,0.314,0.003,0.000,0.000
,3FXOFFICEXLAB1:OFFICE,15.12,18.28,356.39,0.699,0.003,0.000,0.000
,3FXOFFICEXLAB1:LAB,6.71,8.11,186.08,0.595,0.003,0.000,0.000
,3FXOFFICEXLAB:OFFICE,28.76,34.77,677.98,0.700,0.003,0.000,0.000
,3FXOFFICEXLAB:LAB,15.14,18.30,419.92,0.595,0.003,0.000,0.000
,3FXLABXRESTROOM1:LAB,19.10,23.09,529.75,0.595,0.003,0.000,0.000
,3FXLAB1:ZONE1,18.61,22.50,516.07,0.595,0.003,0.000,0.000
,3FXMEETINGROOM1:ZONE1,48.22,58.29,339.28,2.342,0.003,0.000,0.000
,4FXLAB:ZONE1,12.23,14.79,339.28,0.594,0.003,0.000,0.000
,4FXLABXRESTROOM:LAB,12.56,15.18,348.27,0.594,0.003,0.000,0.000
,4FXMEETINGROOM:ZONE1,40.49,48.94,284.88,2.339,0.003,0.000,0.000
,4FXOFFICEXLAB:OFFICE,33.15,40.07,781.39,0.311,0.003,0.000,0.000
,4FXOFFICEXLAB:LAB,12.80,15.47,354.96,0.264,0.003,0.000,0.000
,4FXOFFICEXLAB1:OFFICE,32.75,39.59,772.01,0.311,0.003,0.000,0.000
,4FXOFFICEXLAB1:LAB,13.27,16.04,367.95,0.594,0.003,0.000,0.000
,4FXLABXRESTROOMQ1:LAB,14.07,17.01,390.15,0.594,0.003,0.000,0.000
,4FXLAB1:ZONE1,17.91,21.65,496.77,0.594,0.003,0.000,0.000
,4FXMEETINGROOM1:ZONE1,40.49,48.94,284.88,0.820,0.003,0.000,0.000
,4FXFFCXCXDYLGHTNG:OFFICE,38.13,46.09,898.73,0.311,0.003,0.000,0.000
,4FXOFFICEXAC1:OFFICE,38.13,46.09,898.73,0.221,0.003,0.000,0.000
,5FXOFFICEXAC:OFFICE,36.06,43.59,850.09,0.221,0.003,0.000,0.000
,5FXFFCXC1XDYLGHTNG:OFFICE,36.06,43.59,850.09,0.697,0.003,0.000,0.000
,5FXOFFICEXLAB:OFFICE,22.01,26.60,518.69,0.697,0.003,0.000,0.000
,5FXOFFICEXLAB:LAB,9.05,10.94,251.09,0.593,0.003,0.000,0.000
,5FXOFFICEXLABQ1:OFFICE,22.01,26.60,518.69,0.697,0.003,0.000,0.000
,5FXOFFICEXLABQ1:LAB,9.05,10.94,251.04,0.288,0.003,0.000,0.000
,5FXLABXRESTROOM:LAB,12.56,15.18,348.27,0.593,0.003,0.000,0.000
,5FXLAB:ZONE1,19.63,23.73,544.44,0.183,0.003,0.000,0.000
,5FXMEETINGROOM:ZONE1,48.22,58.29,339.28,2.335,0.003,0.000,0.000
,5FXMEETINGROOM1:ZONE1,48.22,58.29,339.28,0.830,0.003,0.000,0.000
,5FXLAB1:ZONE1,12.23,14.79,339.28,0.593,0.003,0.000,0.000
,5FXLABXRESTROOM1:LAB,12.56,15.18,348.27,0.593,0.003,0.000,0.000
,3FXFFCXCXDYLGHTNG:OFFICE,35.03,42.35,825.76,0.699,0.003,0.000,0.000
,3FXOFFICEXAC1:OFFICE,35.03,42.35,825.76,0.221,0.003,0.000,0.000
,BASEMENT2:B1XSERVERROOM,,,1344.45,,,,
,BASEMENT2:B1XCORRIDOR,,,2185.94,,,,
,BASEMENT2:B1XEQUIPMENTROOM,,,458.97,,,,
,1FXLECTUREXRESTROOM:RESTROOM,,,105.18,,,,
,1FXSERVICEROOM:ZONE1,,,276.06,,,,
,2FXLABXRESTROOM:RESTROOM,,,84.10,,,,
,2FXOFFICEXLAB:AC,,,69.16,,,,
,2FXLABXRESTROOM1:RESTROOM,,,117.83,,,,
,2FXOFFICEXLABQ1:AC,,,69.16,,,,
,3FXLABXRESTROOM:RESTROOM,,,84.10,,,,
,3FXOFFICEXLAB1:AC,,,69.16,,,,
,3FXOFFICEXLAB:RESTROOM,,,69.16,,,,
,3FXLABXRESTROOM1:RESTROOM,,,159.99,,,,
,4FXLABXRESTROOM:RESTROOM,,,105.18,,,,
,4FXOFFICEXLAB:AC,,,69.16,,,,
,4FXOFFICEXLAB1:AC,,,69.16,,,,
,4FXLABXRESTROOMQ1:RESTROOM,,,117.83,,,,
,5FXOFFICEXLAB:AC,,,69.11,,,,
,5FXOFFICEXLABQ1:AC,,,69.16,,,,
,5FXLABXRESTROOM:RESTROOM,,,105.18,,,,
,5FXLABXRESTROOM1:RESTROOM,,,105.18,,,,
Values shown for a single zone without multipliers


----------------------------------------------------------------------------------------------------
REPORT:,Object Count Summary
FOR:,Entire Facility
Surfaces by Class

,,Total,Outdoors
,Wall,348,254
,Floor,135,51
,Roof,156,72
,Internal Mass,0,0
,Building Detached Shading,1288,1288
,Fixed Detached Shading,0,0
,Window,281,277
,Door,4,0
,Glass Door,0,0
,Shading,0,0
,Overhang,0,0
,Fin,0,0
,Tubular Daylighting Device Dome,0,0
,Tubular Daylighting Device Diffuser,0,0


HVAC

,,Count
,HVAC Air Loops,6
,Conditioned Zones,81
,Unconditioned Zones,1
,Supply Plenums,0
,Return Plenums,0


Input Fields

,,Count
,IDF Objects,5299
,Defaulted Fields,929
,Fields with Defaults,16518
,Autosized Fields,1364
,Autosizable Fields,1565
,Autocalculated Fields,825
,Autocalculatable Fields,2823


----------------------------------------------------------------------------------------------------
REPORT:,Sensible Heat Gain Summary
FOR:,Entire Facility
Annual Building Sensible Heat Gain Components

,,HVAC Zone Eq & Other Sensible Air Heating [kWh],HVAC Zone Eq & Other Sensible Air Cooling [kWh],HVAC Terminal Unit Sensible Air Heating [kWh],HVAC Terminal Unit Sensible Air Cooling [kWh],HVAC Input Heated Surface Heating [kWh],HVAC Input Cooled Surface Cooling [kWh],People Sensible Heat Addition [kWh],Lights Sensible Heat Addition [kWh],Equipment Sensible Heat Addition [kWh],Window Heat Addition [kWh],Interzone Air Transfer Heat Addition [kWh],Infiltration Heat Addition [kWh],Opaque Surface Conduction and Other Heat Addition [kWh],Equipment Sensible Heat Removal [kWh],Window Heat Removal [kWh],Interzone Air Transfer Heat Removal [kWh],Infiltration Heat Removal [kWh],Opaque Surface Conduction and Other Heat Removal [kWh]
,BASEMENT2:B1XCORE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,BASEMENT2:B1XGYM,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,BASEMENT2:B1XSHOP,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,BASEMENT2:B1XCANTEEN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,1FXEXHIBITION:ZONE1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,1FXRECEPTION:ZONE1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,1FXACCEEORYROOM:ZONE1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,1FXHALL:ZONE1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,1FXLECTUREHALL:ZONE2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,1FXLECTUREXRESTROOM:LECTURE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,1FXACCESSORYROOM:ZONE1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,1FXOFFICE:ZONE1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,2FXLAB:ZONE1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
